adsh	cik	name	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	fye	pdate	effdate	form	filed	accepted	instance	nciks	aciks
0001193125-23-121340	2110	COLUMBIA ACORN TRUST	US	IL	CHICAGO	60606	71 S. WACKER DRIVE, SUITE 2500		3126349200	US	IL	CHICAGO	60606	71 S. WACKER DRIVE, SUITE 2500		US	MA	362692100	LIBERTY ACORN TRUST	20010424	1231	20230501	20230501	485BPOS	20230427	2023-04-27 12:47:00.0	d467818d485bpos_htm.xml	1	
0001193125-23-121352	929521	WANGER ADVISORS TRUST	US	IL	CHICAGO	60606	71 S. WACKER DRIVE, SUITE 2500		3126349200	US	IL	CHICAGO	60606	71 S. WACKER DRIVE, SUITE 2500		US	IL	362692100			1231	20230501	20230501	485BPOS	20230427	2023-04-27 12:51:00.0	d461835d485bpos_htm.xml	1	
0001193125-23-121456	742212	NORTHWESTERN MUTUAL SERIES FUND INC	US	WI	MILWAUKEE	53202	720 E WISCONSIN AVE		4142992508	US	WI	MILWAUKEE	53202	720 EAST WISCONSIN AVE		US	MD	391603401	NORTHWESTERN MUTUAL VARIABLE LIFE SERIES FUND INC	19940830	1231	20230501		485BPOS	20230427	2023-04-27 13:11:00.0	d461943d485bpos_htm.xml	1	
0001193125-23-121801	893818	BLACKROCK FUNDS III	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		8006439691	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	000000000	BARCLAYS GLOBAL INVESTORS FUNDS	20060201	1231	20230428	20230428	485BPOS	20230427	2023-04-27 15:06:00.0	d433918d485bpos_htm.xml	1	
0001193125-23-121832	811161	CLEARWATER INVESTMENT TRUST	US	MN	ST PAUL	55101-4930	2000 WELLS FARGO PLACE	30 EAST 7TH STREET	6122280935	US	MN	ST PAUL	55101	2000 WELLS FARGO PLACE	30 EAST 7TH STREET	US	MA	000000000			1231	20230428	20230428	485BPOS	20230427	2023-04-27 15:17:00.0	d452992d485bpos_htm.xml	1	
0001193125-23-121866	1444822	AQR FUNDS	US	CT	GREENWICH	06830	ONE GREENWICH PLAZA		203-742-3600	US	CT	GREENWICH	06830	ONE GREENWICH PLAZA		US	DE	000000000			1231	20230501	20230501	485BPOS	20230427	2023-04-27 15:26:00.0	d468949d485bpos_htm.xml	1	
0001193125-23-121916	1126087	BRIGHTHOUSE FUNDS TRUST I	US	MA	BOSTON	02110	BRIGHTHOUSE INVESTMENT ADVISERS, LLC	125 HIGH STREET, SUITE 732	9809495121	US	MA	BOSTON	02110	BRIGHTHOUSE INVESTMENT ADVISERS, LLC	125 HIGH STREET, SUITE 732	US	DE	000000000	MET INVESTORS SERIES TRUST	20001010	1231		20230501	485BPOS	20230427	2023-04-27 15:33:00.0	d498743d485bpos_htm.xml	1	
0001193125-23-121948	1266055	GUARDIAN SEPARATE ACCOUNT R	US	NY	NEW YORK	10001	10 HUDSON YARDS, 22 FLOOR		212-598-8714	US	NY	NEW YORK	10001	10 HUDSON YARDS, 22 FLOOR		US	DE	000000000			1231			485BPOS	20230427	2023-04-27 15:36:00.0	d492399d485bpos_htm.xml	1	
0001193125-23-121961	710826	BRIGHTHOUSE FUNDS TRUST II	US	MA	BOSTON	02110	BRIGHTHOUSE INVESTMENT ADVISERS, LLC	125 HIGH STREET, SUITE 732	980-949-5121	US	MA	BOSTON	02110	BRIGHTHOUSE INVESTMENT ADVISERS, LLC	125 HIGH STREET, SUITE 732	US	DE	833164113	METROPOLITAN SERIES FUND	20120430	1231		20230501	485BPOS	20230427	2023-04-27 15:40:00.0	d496017d485bpos_htm.xml	1	
0001193125-23-121963	893818	BLACKROCK FUNDS III	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		8006439691	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	000000000	BARCLAYS GLOBAL INVESTORS FUNDS	20060201	1231	20230428	20230428	485BPOS	20230427	2023-04-27 15:40:00.0	d321067d485bpos_htm.xml	1	
0001193125-23-121971	729522	VARIABLE SEPARATE ACCOUNT	US	TX	HOUSTON	77019	2727-A ALLEN PARKWAY		3107726000	US	TX	HOUSTON	77019	2727-A ALLEN PARKWAY		US	TX	000000000	VARIABLE SEPARATE ACCOUNT OF ANCHOR NATIONAL LIFE INSUR CO	19930408	1231			485BPOS	20230427	2023-04-27 15:41:00.0	d422394d485bpos_htm.xml	1	
0001193125-23-121984	729522	VARIABLE SEPARATE ACCOUNT	US	TX	HOUSTON	77019	2727-A ALLEN PARKWAY		3107726000	US	TX	HOUSTON	77019	2727-A ALLEN PARKWAY		US	TX	000000000	VARIABLE SEPARATE ACCOUNT OF ANCHOR NATIONAL LIFE INSUR CO	19930408	1231			485BPOS	20230427	2023-04-27 15:43:00.0	d431016d485bpos_htm.xml	1	
0001193125-23-121994	853285	DELAWARE LIFE VARIABLE ACCOUNT F	US	MA	WALTHAM	02451	1601 TRAPELO ROAD	SUITE 30	7817908774	US	MA	WALTHAM	02451	1601 TRAPELO ROAD	SUITE 30	US	DE	042461439	SUN LIFE OF CANADA U S VARIABLE ACCOUNT F	19920703	1231			485BPOS	20230427	2023-04-27 15:45:00.0	d405730d485bpos_htm.xml	1	
0001193125-23-121999	729522	VARIABLE SEPARATE ACCOUNT	US	TX	HOUSTON	77019	2727-A ALLEN PARKWAY		3107726000	US	TX	HOUSTON	77019	2727-A ALLEN PARKWAY		US	TX	000000000	VARIABLE SEPARATE ACCOUNT OF ANCHOR NATIONAL LIFE INSUR CO	19930408	1231			485BPOS	20230427	2023-04-27 15:47:00.0	d466860d485bpos_htm.xml	1	
0001193125-23-122018	729522	VARIABLE SEPARATE ACCOUNT	US	TX	HOUSTON	77019	2727-A ALLEN PARKWAY		3107726000	US	TX	HOUSTON	77019	2727-A ALLEN PARKWAY		US	TX	000000000	VARIABLE SEPARATE ACCOUNT OF ANCHOR NATIONAL LIFE INSUR CO	19930408	1231			485BPOS	20230427	2023-04-27 15:51:00.0	d398621d485bpos_htm.xml	1	
0001193125-23-122023	1096266	GUARDIAN SEPARATE ACCT N OF THE GUARDIAN INS & ANNUITY CO	US	NY	NEW YORK	10001	10 HUDSON YARDS, 22 FLOOR		(212) 598-7469	US	NY	NEW YORK	10001	10 HUDSON YARDS, 22 FLOOR		US	DE	000000000			1231			485BPOS	20230427	2023-04-27 15:52:00.0	d490197d485bpos_htm.xml	1	
0001193125-23-122077	892538	SUNAMERICA SERIES TRUST	US	CA	WOODLAND HILLS	91367	21650 OXNARD STREET, 10TH FLOOR		201-324-6378	US	NJ	JERSEY CITY	07311	HARBORSIDE 5	185 HUDSON STREET, SUITE 3300	US	MA	137002445			0131	20230501	20230428	485BPOS	20230427	2023-04-27 16:02:00.0	d397945d485bpos_htm.xml	1	
0001193125-23-122109	1639105	VARIABLE ANNUITY-8 SERIES ACCOUNT (OF EMPOWER ANNUITY INSURANCE CO OF AMERICA)	US	CO	GREENWOOD VILLAGE	80111	8515 EAST ORCHARD ROAD		303-737-3000	US	CO	GREENWOOD VILLAGE	80111	8515 EAST ORCHARD ROAD		US	CO	840467907	VARIABLE ANNUITY-8 SERIES ACCOUNT (OF GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY)	20150603	1231			485BPOS	20230427	2023-04-27 16:06:00.0	d391407d485bpos_htm.xml	1	
0001193125-23-122192	1639105	VARIABLE ANNUITY-8 SERIES ACCOUNT (OF EMPOWER ANNUITY INSURANCE CO OF AMERICA)	US	CO	GREENWOOD VILLAGE	80111	8515 EAST ORCHARD ROAD		303-737-3000	US	CO	GREENWOOD VILLAGE	80111	8515 EAST ORCHARD ROAD		US	CO	840467907	VARIABLE ANNUITY-8 SERIES ACCOUNT (OF GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY)	20150603	1231			485BPOS	20230427	2023-04-27 16:15:00.0	d390169d485bpos_htm.xml	1	
0001193125-23-122200	893818	BLACKROCK FUNDS III	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		8006439691	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	000000000	BARCLAYS GLOBAL INVESTORS FUNDS	20060201	1231	20230428	20230428	485BPOS	20230427	2023-04-27 16:16:00.0	d410659d485bpos_htm.xml	1	
0001193125-23-122217	354912	VARIABLE ANNUITY LIFE INSURANCE CO SEPARATE ACCOUNT A	US	TX	HOUSTON	77019	2929 ALLEN PKWY	P O BOX 3206	7135221111	US	TX	HOUSTON	77019	2929 ALLEN PKWY	P O BOX 3206			000000000			1231			485BPOS	20230427	2023-04-27 16:17:00.0	d482508d485bpos_htm.xml	1	
0001193125-23-122251	1639553	VARIABLE ANNUITY-8 SERIES ACCOUNT (OF EMPOWER LIFE & ANNUITY INSURANCE CO OF NEW YORK)	US	NY	NEW YORK	10017	370 LEXINGTON AVENUE	SUITE 703	(800) 537-2033	US	NY	NEW YORK	10017	370 LEXINGTON AVENUE	SUITE 703	US	NY	132690792	VARIABLE ANNUITY-8 SERIES ACCOUNT (OF GREAT-WEST LIFE & ANNUITY INSURANCE CO OF NEW YORK)	20150603	1231			485BPOS	20230427	2023-04-27 16:22:00.0	d397502d485bpos_htm.xml	1	
0001193125-23-122270	354912	VARIABLE ANNUITY LIFE INSURANCE CO SEPARATE ACCOUNT A	US	TX	HOUSTON	77019	2929 ALLEN PKWY	P O BOX 3206	7135221111	US	TX	HOUSTON	77019	2929 ALLEN PKWY	P O BOX 3206			000000000			1231			485BPOS	20230427	2023-04-27 16:25:00.0	d471410d485bpos_htm.xml	1	
0001193125-23-122278	1639553	VARIABLE ANNUITY-8 SERIES ACCOUNT (OF EMPOWER LIFE & ANNUITY INSURANCE CO OF NEW YORK)	US	NY	NEW YORK	10017	370 LEXINGTON AVENUE	SUITE 703	(800) 537-2033	US	NY	NEW YORK	10017	370 LEXINGTON AVENUE	SUITE 703	US	NY	132690792	VARIABLE ANNUITY-8 SERIES ACCOUNT (OF GREAT-WEST LIFE & ANNUITY INSURANCE CO OF NEW YORK)	20150603	1231			485BPOS	20230427	2023-04-27 16:27:00.0	d399892d485bpos_htm.xml	1	
0001193125-23-122361	1476842	TFLIC POOLED ACCOUNT NO. 44	US	NY	PURCHASE	10577	4 MANHATTANVILLE ROAD		914-697-8000	US	NY	PURCHASE	10577	4 MANHATTANVILLE ROAD		US	NY	366071399			1231			485BPOS	20230427	2023-04-27 16:32:00.0	d469694d485bpos_htm.xml	1	
0001193125-23-122374	916943	TRANSAMERICA VARIABLE FUNDS	US	NY	HARRISON	10528	440 MAMARONECK AVE		9146273000	US	NY	HARRISON	10528	440 MAMARONECK AVE		US	IA	000000000	TRANSAMERICA PARTNERS VARIABLE FUNDS	20080505	1231			485BPOS	20230427	2023-04-27 16:35:00.0	d704311d485bpos_htm.xml	1	
0001193125-23-122397	1018953	TRANSAMERICA ASSET ALLOCATION VARIABLE FUNDS	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	720-482-8836	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	US	NY	000000000	DIVERSIFIED INVESTORS STRATEGIC VARIABLE FUNDS	19960716	1231			485BPOS	20230427	2023-04-27 16:37:00.0	d755880d485bpos_htm.xml	1	
0001193125-23-122421	740858	FUTUREFUNDS SERIES ACCOUNT OF EMPOWER ANNUITY INSURANCE CO OF AMERICA	US	CO	GREENWOOD VILLAGE	80111	8515 E. ORCHARD ROAD		303-737-3000	US	CO	GREENWOOD VILLAGE	80111	8515 E. ORCHARD ROAD		US	CO	000000000	FUTUREFUNDS SERIES ACCOUNT OF GREAT WEST LIFE & ANN INS CO	19920703	1231			485BPOS	20230427	2023-04-27 16:40:00.0	d401705d485bpos_htm.xml	1	
0001193125-23-122511	1928561	BITWISE FUNDS TRUST	US	CA	SAN FRANCISCO	94111	400 MONTGOMERY STREET	SUITE 600	415-968-1843	US	CA	SAN FRANCISCO	94111	400 MONTGOMERY STREET	SUITE 600	US	DE	000000000			1231	20230501	20230501	485BPOS	20230427	2023-04-27 16:59:00.0	d447557d485bpos_htm.xml	1	
0001193125-23-122557	1475231	SEPARATE ACCOUNT VA FF	US	IA	CEDAR RAPIDS	524990001	4333 EDGEWOOD ROAD NE		319-355-8427	US	IA	CEDAR RAPIDS	524990001	4333 EDGEWOOD ROAD NE				000000000			1231			485BPOS	20230427	2023-04-27 17:18:00.0	d482225d485bpos_htm.xml	1	
0001193125-23-122645	790166	THRIVENT SERIES FUND INC	US	MN	MINNEAPOLIS	55402-3211	901 MARQUETTE AVENUE, SUITE 2500		612-844-7190	US	MN	MINNEAPOLIS	55402-3211	901 MARQUETTE AVENUE, SUITE 2500				000000000	LB SERIES FUND INC	19950428	1231	20230430	20230430	485BPOS	20230428	2023-04-27 17:39:00.0	d385888d485bpos_htm.xml	1	
0001193125-23-122651	1660765	CLAYTON STREET TRUST	US	CO	DENVER	80206	151 DETROIT STREET		303-333-3863	US	CO	DENVER	80206	151 DETROIT STREET		US	DE	000000000				20230428	20230428	485BPOS	20230428	2023-04-27 17:41:00.0	d463256d485bpos_htm.xml	1	
0001193125-23-122655	906185	JANUS ASPEN SERIES	US	CO	DENVER	80206	151 DETROIT STREET		3033333863	US	CO	DENVER	80206	151 DETROIT STREET		US	DE	841235540			1231		20230428	485BPOS	20230428	2023-04-27 17:45:00.0	d469715d485bpos_htm.xml	1	
0001193125-23-123085	1047304	PIMCO VARIABLE INSURANCE TRUST	US	CA	NEWPORT BEACH	92660	650 NEWPORT CENTER DRIVE		9497204721	US	CA	NEWPORT BEACH	92660	650 NEWPORT CENTER DRIVE		US	DE	000000000			1231	20230428	20230428	485BPOS	20230428	2023-04-27 19:51:00.0	d477167d485bpos_htm.xml	1	
0001193125-23-123157	1479359	PIMCO EQUITY SERIES VIT	US	CA	NEWPORT BEACH	92660	650 NEWPORT CENTER DRIVE		949-720-6000	US	CA	NEWPORT BEACH	92660	650 NEWPORT CENTER DRIVE		US	DE	000000000	PIMCO EQUITY VARIABLE INSURANCE TRUST	20091223	1231	20230428	20230427	485BPOS	20230428	2023-04-27 20:11:00.0	d476305d485bpos_htm.xml	1	
0001193125-23-123353	356476	EMPOWER FUNDS, INC.	US	CO	GREENWOOD VILLAGE	80111	8515 E ORCHARD ROAD		303-737-3000	US	CO	GREENWOOD VILLAGE	80111	8515 E ORCHARD ROAD		US	MD	840876044	GREAT-WEST FUNDS INC	20121005	1231	20230428	20230428	485BPOS	20230428	2023-04-27 21:07:00.0	d402069d485bpos_htm.xml	1	
0001193125-23-123408	217087	GUGGENHEIM VARIABLE FUNDS TRUST	US	MD	ROCKVILLE	20850	702 KING FARM BOULEVARD	SUITE 200	301-296-5100	US	MD	ROCKVILLE	20850	702 KING FARM BOULEVARD	SUITE 200	US	DE	480873454	SBL FUND	19920703	1231	20230501	20230501	485BPOS	20230428	2023-04-27 21:34:00.0	d469664d485bpos_htm.xml	1	
0001193125-23-123960	809802	NICHOLAS LTD EDITION, INC.	US	WI	MILWAUKEE	53202	411 E. WISCONSIN AVE.	SUITE 2100	414-272-4650	US	WI	MILWAUKEE	53202	411 E. WISCONSIN AVE.	SUITE 2100	US	MD	391573112	NICHOLAS LTD EDITION INC	20051207	1231	20230430	20230430	485BPOS	20230428	2023-04-28 06:11:00.0	d465987d485bpos_htm.xml	1	
0001193125-23-123969	723455	NICHOLAS II, INC	US	WI	MILWAUKEE	53202	411 E. WISCONSIN AVE.	SUITE 2100	414-272-4650	US	WI	MILWAUKEE	53202	411 E. WISCONSIN AVE.	SUITE 2100	US	MD	391444762	NICHOLAS II INC	19920703	0930	20230430	20230430	485BPOS	20230428	2023-04-28 06:13:00.0	d494952d485bpos_htm.xml	1	
0001193125-23-123982	820892	NUVEEN INVESTMENT FUNDS INC	US	IL	CHICAGO	60606	333 WEST WACKER DR.		312-917-8146	US	IL	CHICAGO	60606	333 WEST WACKER DR.		US	MD	411418224	FIRST AMERICAN INVESTMENT FUNDS INC	19920703	1031	20230428	20230428	485BPOS	20230428	2023-04-28 06:18:00.0	d475810d485bpos_htm.xml	1	
0001193125-23-123986	1380786	NUVEEN INVESTMENT TRUST V	US	IL	CHICAGO	60606	333 WEST WACKER DR.		312-917-8146	US	IL	CHICAGO	60606	333 WEST WACKER DR.				000000000				20230428	20230428	485BPOS	20230428	2023-04-28 06:19:00.0	d419310d485bpos_htm.xml	1	
0001193125-23-124534	766351	SECURIAN FUNDS TRUST	US	MN	ST PAUL	55101	400 N ROBERT ST		6516656918	US	MN	ST PAUL	55101-2098	400 ROBERT STREET NORTH		US	MN	000000000	ADVANTUS SERIES FUND INC	19970609	1231	20230501	20230501	485BPOS	20230428	2023-04-28 08:40:00.0	d441121d485bpos_htm.xml	1	
0001193125-23-124560	770200	MIDAS SERIES TRUST	US	NY	ROCHESTER	14624	2255 BUFFALO ROAD		2127850900	US	NY	ROCHESTER	14624	2255 BUFFALO ROAD		US	DE	000000000	MIDAS FUND, INC.	20060215	1231	20230428	20230428	485BPOS	20230428	2023-04-28 08:51:00.0	d460874d485bpos_htm.xml	1	
0001193125-23-124686	1205700	WOODMENLIFE VARIABLE ANNUITY ACCOUNT	US	NE	OMAHA	68102	1700 FARNAM STREET		8776643332	US	NE	OMAHA	68102	1700 FARNAM STREET		US	NE	223828171	WOODMEN VARIABLE ANNUITY ACCOUNT	20021113	1231			485BPOS	20230428	2023-04-28 09:32:00.0	d260702d485bpos_htm.xml	1	
0001193125-23-124757	773757	COLUMBIA FUNDS SERIES TRUST I	US	MA	BOSTON	02210	290 CONGRESS STREET		800-345-6611	US	MA	BOSTON	02210	290 CONGRESS STREET		US	MA	363376651	COLUMBIA FUNDS TRUST IX	20031107	0630	20230501	20230428	497	20230428	2023-04-28 09:46:00.0	d491131d497_htm.xml	1	
0001193125-23-124995	1444822	AQR FUNDS	US	CT	GREENWICH	06830	ONE GREENWICH PLAZA		203-742-3600	US	CT	GREENWICH	06830	ONE GREENWICH PLAZA		US	DE	000000000			1231	20230129	20230428	497	20230428	2023-04-28 10:39:00.0	d439471d497_htm.xml	1	
0001193125-23-125207	774412	PLAN INVESTMENT FUND INC	US	DE	WILMINGTON	19809	103 BELLEVUE PARKWAY		3027912539	US	IL	OAKBROOK TERRACE	60181	BCS FINANCIAL SERVICES CORP.	2 MID AMERICA PLAZA, SUITE 200	US	MD	363387213			1231	20230430	20230430	485BPOS	20230428	2023-04-28 11:13:00.0	d500934d485bpos_htm.xml	1	
0001193125-23-125287	1096903	COHEN & STEERS INSTITUTIONAL REALTY SHARES INC	US	NY	NEW YORK	10017	280 PARK AVE	10TH FLOOR	2128323232	US	NY	NEW YORK	10017	280 PARK AVE	10TH FLOOR	US	MD	000000000			1231	20230501	20230501	485BPOS	20230428	2023-04-28 11:35:00.0	d481430d485bpos_htm.xml	1	
0001193125-23-125290	1635073	NUSHARES ETF TRUST	US	IL	CHICAGO	60606	333 W. WACKER DR.		312-917-8146	US	IL	CHICAGO	60606	333 W. WACKER DR.				000000000	NUSHARES ETF TRUST	20160614		20230428	20230428	485BPOS	20230428	2023-04-28 11:36:00.0	d474906d485bpos_htm.xml	1	
0001193125-23-125293	1309161	COHEN & STEERS INTERNATIONAL REALTY FUND, INC.	US	NY	NEW YORK	10017	280 PARK AVENUE	10TH FLOOR	212-832-3232	US	NY	NEW YORK	10017	280 PARK AVENUE	10TH FLOOR	US	MD	000000000	COHEN & STEERS GLOBAL REALTY FUND, INC.	20041118	1231	20230501	20230501	485BPOS	20230428	2023-04-28 11:38:00.0	d474818d485bpos_htm.xml	1	
0001193125-23-125309	1041917	COHEN & STEERS REAL ESTATE SECURITIES FUND INC	US	NY	NEW YORK	10017	280 PARK AVE	10TH FLOOR	2128323232	US	NY	NEW YORK	10017	280 PARK AVE	10TH FLOOR	US	MD	000000000	COHEN & STEERS REALTY INCOME FUND INC	20040930	1231	20230501	20230501	485BPOS	20230428	2023-04-28 11:50:00.0	d455407d485bpos_htm.xml	1	
0001193125-23-125381	874505	COHEN & STEERS REALTY SHARES INC	US	NY	NEW YORK	10017	280 PARK AVENUE	10TH FLOOR	2128323232	US	NY	NEW YORK	10017	280 PARK AVENUE	10TH FLOOR	US	NY	000000000			1231	20230501	20230501	485BPOS	20230428	2023-04-28 12:06:00.0	d464262d485bpos_htm.xml	1	
0001193125-23-125416	787623	TRANSAMERICA FUNDS	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	720-482-8836	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200			000000000	TRANSAMERICA IDEX MUTUAL FUNDS	20040301	1031	20230501	20230501	485BPOS	20230428	2023-04-28 12:09:00.0	d489845d485bpos_htm.xml	1	
0001193125-23-125426	1484750	COHEN & STEERS PREFERRED SECURITIES & INCOME FUND, INC.	US	NY	NEW YORK	10017	280 PARK AVENUE	10TH FLOOR	212-832-3232	US	NY	NEW YORK	10017	280 PARK AVENUE	10TH FLOOR	US	MD	000000000	COHEN & STEERS PREFERRED SECURITIES FUND, INC.	20100222	1231	20230501	20230501	485BPOS	20230428	2023-04-28 12:12:00.0	d444820d485bpos_htm.xml	1	
0001193125-23-125494	1276070	COHEN & STEERS GLOBAL INFRASTRUCTURE FUND INC	US	NY	NEW YORK	10017	280 PARK AVE	10TH FLOOR	212-832-3232	US	NY	NEW YORK	10017	280 PARK AVE	10TH FLOOR			200864377	COHEN & STEERS UTILITY FUND INC	20040112	1231	20230501	20230501	485BPOS	20230428	2023-04-28 12:17:00.0	d465250d485bpos_htm.xml	1	
0001193125-23-125495	806636	LONGLEAF PARTNERS FUNDS TRUST	US	TN	MEMPHIS	38119	C/O SOUTHEASTERN ASSET MANAGEMENT	6410 POPLAR AVE, SUITE 900	9017612474	US	TN	MEMPHIS	38119	C/O SOUTHEASTERN ASSET MANAGEMENT	6410 POPLAR AVE, SUITE 900	US	TN	000000000	SOUTHEASTERN ASSET MANAGEMENT FUNDS TRUST	19920703	1231	20230501	20230501	485BPOS	20230428	2023-04-28 12:17:00.0	d485554d485bpos_htm.xml	1	
0001193125-23-125509	778207	TRANSAMERICA SERIES TRUST	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	720-482-8836	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	US	DE	000000000	AEGON/TRANSAMERICA SERIES TRUST	20050511	1231	20230501	20230501	485BPOS	20230428	2023-04-28 12:25:00.0	d479131d485bpos_htm.xml	1	
0001193125-23-125718	918942	LKCM FUNDS	US	TX	FORT WORTH	76102	301 COMMERCE	SUITE 1600	817-332-3235	US	TX	FORT WORTH	76102	301 COMMERCE	SUITE 1600			000000000	U.S. BANCORP FUND SERVICES, LLC	20040819	1231	20230501	20230501	485BPOS	20230428	2023-04-28 12:42:00.0	d314330d485bpos_htm.xml	1	
0001193125-23-125730	1533503	COHEN & STEERS REAL ASSETS FUND, INC.	US	NY	NEW YORK	10017	280 PARK AVENUE	10TH FLOOR	800-330-7348	US	NY	NEW YORK	10017	280 PARK AVENUE	10TH FLOOR	US	MD	000000000				20230501	20230501	485BPOS	20230428	2023-04-28 12:45:00.0	d442336d485bpos_htm.xml	1	
0001193125-23-125783	1217673	BARON SELECT FUNDS	US	NY	NEW YORK	10153	767 FIFTH AVE	49TH FL	2125832000	US	NY	NEW YORK	10153	767 FIFTH AVE	49TH FL	US	DE	161651307			1231	20230428	20230428	485BPOS	20230428	2023-04-28 13:00:00.0	d451705d485bpos_htm.xml	1	
0001193125-23-125800	1217673	BARON SELECT FUNDS	US	NY	NEW YORK	10153	767 FIFTH AVE	49TH FL	2125832000	US	NY	NEW YORK	10153	767 FIFTH AVE	49TH FL	US	DE	161651307			1231	20230428	20230428	485BPOS	20230428	2023-04-28 13:05:00.0	d489440d485bpos_htm.xml	1	
0001193125-23-125810	1067490	TIAA CREF LIFE SEPARATE ACCOUNT VA-1	US	NY	NEW YORK	10017	TIAA CREF	730 THIRD AVENUE	212-490-9000	US	NY	NEW YORK	10017	TIAA CREF	730 THIRD AVNEUE	US	NY	131624203	TIAA CREF LIFE SEPARATE ACCUNT VA-1	19980804	1231			485BPOS	20230428	2023-04-28 13:07:00.0	d639664d485bpos_htm.xml	1	
0001193125-23-125836	914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	US	IN	FORT WAYNE	46802	1301 SOUTH HARRISON STREET		260-455-2000	US	IN	FORT WAYNE	46802	1301 SOUTH HARRISON STREET		US	DE	521835648	AGGRESSIVE GROWTH FUND /	20031001	1231	20230501	20230501	485BPOS	20230428	2023-04-28 13:20:00.0	d436717d485bpos_htm.xml	1	
0001193125-23-125860	1364783	TIAA SEPARATE ACCOUNT VA-3	US	NY	NEW YORK	10017-3206	730 THIRD AVENUE		212-490-9000	US	NY	NEW YORK	10017-3206	730 THIRD AVENUE		US	NY	131624203	TIAA SEPARATE ACCOUNT VA-3	20060602	1231			485BPOS	20230428	2023-04-28 13:22:00.0	d434311d485bpos_htm.xml	1	
0001193125-23-125950	1033969	COHEN & STEERS GLOBAL REALTY SHARES, INC	US	NY	NEW YORK	10017	280 PARK AVENUE	10TH FLOOR	2128323232	US	NY	NEW YORK	10017	280 PARK AVENUE	10TH FLOOR	US	MD	000000000	COHEN & STEERS REALTY FOCUS FUND	20040930	1231	20230501	20230501	485BPOS	20230428	2023-04-28 13:35:00.0	d484026d485bpos_htm.xml	1	
0001193125-23-126016	1406305	GATEWAY TRUST	US	MA	BOSTON	02199	888 BOYLSTON STREET	8TH FLOOR	617-449-2810	US	MA	BOSTON	02199	888 BOYLSTON STREET	8TH FLOOR			000000000			1231	20230501	20230501	485BPOS	20230428	2023-04-28 13:59:00.0	d405445d485bpos_htm.xml	1	
0001193125-23-126031	872649	LOOMIS SAYLES FUNDS II	US	MA	BOSTON	02199	888 BOYLSTON STREET	8TH FLOOR	617-449-2810	US	MA	BOSTON	02199	888 BOYLSTON STREET	8TH FLOOR	US	MA	043113285	LOOMIS SAYLES FUNDS I	20031119	0930	20230501	20230501	485BPOS	20230428	2023-04-28 14:04:00.0	d475835d485bpos_htm.xml	1	
0001193125-23-126038	893818	BLACKROCK FUNDS III	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		8006439691	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	000000000	BARCLAYS GLOBAL INVESTORS FUNDS	20060201	1231	20230428	20230428	485BPOS	20230428	2023-04-28 14:08:00.0	d391731d485bpos_htm.xml	1	
0001193125-23-126072	917469	LOOMIS SAYLES FUNDS I	US	MA	BOSTON	02199	888 BOYLSTON STREET	8TH FLOOR	617-449-2810	US	MA	BOSTON	02199	888 BOYLSTON STREET	8TH FLOOR	US	MA	043219179	LOOMIS SAYLES FUNDS II	20031119	0930	20230501	20230501	485BPOS	20230428	2023-04-28 14:12:00.0	d484574d485bpos_htm.xml	1	
0001193125-23-126255	899148	RYDEX SERIES FUNDS	US	MD	ROCKVILLE	20850	702 KING FARM BOULEVARD	SUITE 200	301-296-5100	US	MD	ROCKVILLE	20850	702 KING FARM BOULEVARD	SUITE 200			000000000	RYDEX DYNAMIC FUNDS	20170712	0331	20230501	20230501	485BPOS	20230428	2023-04-28 14:22:00.0	d469561d485bpos_htm.xml	1	
0001193125-23-126258	824036	RUSSELL INVESTMENT FUNDS	US	WA	SEATTLE	98101	1301 SECOND AVENUE	18TH FLOOR	800-787-7354	US	WA	SEATTLE	98101	1301 SECOND AVENUE	18TH FLOOR	US	MA	911717303	RUSSELL INSURANCE FUNDS	19960918	1231	20230501	20230501	485BPOS	20230428	2023-04-28 14:25:00.0	d488182d485bpos_htm.xml	1	
