tag	version	custom	abstract	datatype	iord	tlabel	doc
OvernightCheckDeliveryFee	0001213900-23-032788	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
BenefitsAvailableN4TextBlock	vip/2022q2	0	0	textBlock	D	Item 10. Benefits Available (N-4) [Text Block]	
PerformanceAdditionalMarketIndex	rr/2023	0	0	string	D	Performance Additional Market Index [Text]	Include the bar chart and table required by paragraphs (b)(2)(ii) and (iii) of this section. Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
BarChartNarrativeTextBlock	rr/2021	0	0	textBlock	D	Bar Chart Narrative [Text Block]	Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
OtherSurrenderFeesDescriptionTextBlock	vip/2023	0	0	textBlock	D	Other Surrender Fees, Description [Text Block]	
SupplementClosingTextBlock	0001213900-23-028044	1	0	textBlock	D	Supplement Closing [Text Block]	Disclosure of Supplement Closing.
StandardBenefitExpenseCurrentDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Standard Benefit Expense, Current [Dollars]	
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-23-000583	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
SurrenderExpense1YearMaximumDollars	vip/2023	0	0	nonNegativeMonetary	D	Surrender Expense, 1 Year, Maximum [Dollars]	
AnnualMaintenanceFeeWhenDeductedTextBlock	vip/2022q2	0	0	textBlock	D	Annual Maintenance Fee, When Deducted [Text Block]	
TransferFeesWhenDeductedTextBlock	vip/2023	0	0	textBlock	D	Transfer Fees, When Deducted [Text Block]	
RiskClosingTextBlock	rr/2021	0	0	textBlock	D	Risk Closing [Text Block]	(ii) (A) If the Fund is a Money Market Fund that is not a government Money Market Fund, as defined in 270.2a 7(a)(16) or a retail Money Market Fund, as defined in  270.2a7(a)(25), include the following statement: You could lose money by investing in the Fund. Because the share price of the Fund will fluctuate, when you sell your shares they may be worth more or less than what you originally paid for them. The Fund may impose a fee upon sale of your shares or may temporarily suspend your ability to sell shares if the Fund's liquidity falls below required minimums because of market conditions or other factors. An investment in the Fund is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. The Fund's sponsor has no legal obligation to provide financial support to the Fund, and you should not expect that the sponsor will provide financial support to the Fund at any time. (B) If the Fund is a Money Market Fund that is a government Money Market Fund, as defined in  270.2a7(a)(16), or a retail Money Market Fund, as defined in  270.2a7(a)(25), and that is subject to the requirements of  270.2a7(c)(2)(i) and/or (ii) of this chapter (or is not subject to the requirements of  270.2a7(c)(2)(i) and/or (ii) of this chapter pursuant to  270.2a7(c)(2)(iii) of this chapter, but has chosen to rely on the ability to impose liquidity fees and suspend redemptions consistent with the requirements of  270.2a7(c)(2)(i) and/or (ii)), include the following statement: You could lose money by investing in the Fund. Although the Fund seeks to preserve the value of your investment at $1.00 per share, it cannot guarantee it will do so. The Fund may impose a fee upon sale of your shares or may temporarily suspend your ability to sell shares if the Fund's liquidity falls below required minimums because of market conditions or other factors. An investment in the Fund is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. The F
OptionalBenefitExpenseOfOtherAmountCurrentPercent	vip/2023	0	0	percent	D	Optional Benefit Expense (of Other Amount), Current [Percent]	
InsuranceCostOfOtherAmountMaximumPercent	vip/2022q2	0	0	percent	D	Insurance Cost (of Other Amount), Maximum [Percent]	
HighestAnnualCostFootnotesTextBlock	vip/2022q2	0	0	textBlock	D	Highest Annual Cost Footnotes [Text Block]	
BarChartFootnotesTextBlock	rr/2023	0	0	textBlock	D	Bar Chart Footnotes [Text Block]	Multiple Class Funds.
BenefitStandardOrOptionalTextBlock	vip/2023	0	0	textBlock	D	Benefit Standard or Optional [Text Block]	
OtherSurrenderFeesMinimumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Other Surrender Fees, Minimum [Dollars]	
ContractExpenseOfOtherAmountN3MaximumPercent	vip/2022q2	0	0	percent	D	Contract Expense (of Other Amount) (N-3) Maximum [Percent]	
ProspectusDate	rr/2021	0	0	date	D	Prospectus Date	The date of the prospectus.
PerformanceAvailabilityPhone	rr/2022	0	0	string	D	Performance Availability Phone [Text]	If applicable, include a statement explaining that updated performance information is available and providing a Web site address and/or toll-free (or collect) telephone number where the updated information may be obtained.
AdditionalInformationN3TextBlock	vip/2023	0	0	textBlock	D	Item 19. Additional Information About Investment Options (N-3) [Text Block]	
SalesLoadOfPremiumPaymentsMaximumPercent	vip/2023	0	0	percent	D	Sales Load (of Premium Payments), Maximum [Percent]	
OvernightCheckDeliveryFee	0001213900-23-032456	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
ExpensesRestatedToReflectCurrent	rr/2021	0	0	string	D	Expenses Restated to Reflect Current [Text]	In a footnote to the table, disclose that the expense information in the table has been restated to reflect current fees.
AnnualMaintenanceFeeDescriptionTextBlock	vip/2022q2	0	0	textBlock	D	Annual Maintenance Fee, Description [Text Block]	
SurrenderChargeFootnotesTextBlock	vip/2023	0	0	textBlock	D	Surrender Charge Footnotes [Text Block]	
DistributionAndService12b1FeesOverAssets	rr/2022	0	0	NonNegativePure4Type	D	Distribution and Service (12b-1) Fees	"Distribution [and/or Service] (12b-1) Fees"" include all distribution or other expenses incurred during the most recent fiscal year under a plan adopted pursuant to rule 12b-1 [17 CFR 270.12b-1]. Under an appropriate caption or a subcaption of ""Other Expenses,"" disclose the amount of any distribution or similar expenses deducted from the Fund's assets other than pursuant to a rule 12b-1 plan."
BarChartYearToDateReturn	rr/2022	0	0	pure	D	Bar Chart, Year to Date Return	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
OtherSurrenderFeesOfOtherAmountCurrentPercent	vip/2022q2	0	0	percent	D	Other Surrender Fees (of Other Amount), Current [Percent]	
OtherAnnualExpenseCurrentDollars	vip/2023	0	0	nonNegativeMonetary	D	Other Annual Expense, Current [Dollars]	
PremiumTaxesOfPremiumPaymentsCurrentPercent	vip/2023	0	0	percent	D	Premium Taxes (of Premium Payments), Current [Percent]	
ExpenseRiskFeesOfFaceAmountCurrentPercent	vip/2022q2	0	0	percent	D	Expense Risk Fees (of Face Amount), Current [Percent]	
AnnualReturn2003	rr/2023	0	0	pure	D	Annual Return 2003	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
Component2OtherExpensesOverAssets	rr/2021	0	0	NonNegativePure4Type	D	Component2 Other Expenses	"The Fund may subdivide this caption into no more than three subcaptions that identify the largest expense or expenses comprising ""Other Expenses,"" but must include a total of all ""Other Expenses."" Alternatively, the Fund may include the components of ""Other Expenses"" in a parenthetical to the caption."
AverageAnnualReturnCaption	rr/2023	0	0	string	D	Average Annual Return, Caption	This item represents Average Annual Total Returns. If a Multiple Class Fund offers a Class in the prospectus that converts into another Class after a stated period, compute average annual total returns in the table by using the returns of the other Class for the period after conversion.
AdministrativeExpenseDescriptionTextBlock	vip/2022q2	0	0	textBlock	D	Administrative Expenses, Description [Text Block]	
FeesCostsBenefitTextBlock	vip/2022q2	0	0	textBlock	D	Fees and Costs of Benefit [Text Block]	
MortalityAndExpenseRiskFeesOfFaceAmountMaximumPercent	vip/2022q2	0	0	percent	D	Mortality And Expense Risk Fees (of Face Amount), Maximum [Percent]	
InsuranceCostOfFaceAmountMaximumPercent	vip/2022q2	0	0	percent	D	Insurance Cost (of Face Amount), Maximum [Percent]	
OtherAnnualExpenseOfOtherAmountMinimumPercent	vip/2023	0	0	percent	D	Other Annual Expense (of Other Amount), Minimum [Percent]	
